Nom,Marque,Nutriscore,Category_Label,Energie,Sucre,Gras,Saturés,Sel,Fibres,Protéines,Fruits et Légumes
Chocolate For Change Single Origin 85% Cocoa Dark Chocolate,Coop,D,Chocolats,624.0,17.0,52.0,31.0,0.01,10.0,8.8,0.0
La Pizza 3 Fromages,La pizza de Manosque,D,Pizzas,276.0,1.2,15.1,8.5,1.4,1.9,14.4,10.05
80% cacao noir,Carrefour,D,Chocolats,593.0,20.0,47.0,29.0,0.03,13.0,10.0,0.0
BUITONI FOUR A PIERRE Pizza surgelée 4 Fromages 330g,"Buitoni, Four à Pierre",D,Pizzas,231.0,3.6,8.5,4.1,1.3,1.7,11.9,11.102421875
Pizza bio chèvre cuite au feu de bois,La pizza du moulin,D,Pizzas,226.0,4.9,8.1,4.1,1.14,0.0,9.3,5.55000000000001
Excelo nougat,Excelo,D,Chocolats,443.0,40.3,16.0,7.8,0.17,50.0,6.0,0.0
Wood fired four cheese and caramelised red onion,Inconnu,D,Pizzas,250.0,4.3,9.3,4.7,0.98,1.9,11.0,20.98
Noir 86% Extra intense,"Côte d'Or, Mondelēz",D,Chocolats,643.0,13.0,56.0,35.0,0.02,13.0,8.5,0.0
Pizza Salame,Gustavo Gusto,D,Pizzas,216.0,3.7,6.74,3.7,1.58,1.8,11.1,24.4375
Pizza Delamama Bolo di Mozza,"La Pizza Delamama, Pizzaiolo",D,Pizzas,253.0,4.4,9.4,3.3,1.2,2.2,11.0,18.85
"Spicy Salami, Fried Onion & Chilli-infused Honey Pizza",Franco Manca,D,Pizzas,236.0,3.7,7.9,3.03,1.51,2.31,10.3,0.0
"spiced beef meatball, red onion and pecorino pizza",Franco Manca,D,Pizzas,222.0,1.6,6.7,2.7,1.42,2.1,9.7,19.8656407610575
Four Cheese Stone baked Pizza,Tesco,D,Pizzas,256.0,3.7,9.3,6.1,1.01,1.9,11.7,23.7534466911765
Pizza Fresca 4 Quesos Formaggi,Hacendado,D,Pizzas,280.0,1.8,12.3,7.4,1.18,0.0,14.7,0.0
Double Salami Steinofenpizza,"Gut & Günstig,Edeka",D,Pizzas,262.0,3.4,13.4,5.5,1.9,0.0,12.6,18.8988095238095
Ultra Thin Marcher it’s With Basil Pesto,M&S,D,Pizzas,230.0,2.73,9.38,3.52,1.28,0.909,10.2,2.671875
L'Ovale Jambon Fromages,Sodebo,D,Pizzas,212.0,3.0,5.3,3.0,1.5,3.0,11.0,31.1875
Artichaut gorgonzola noisette,,D,Pizzas,254.0,6.1,11.0,4.4,1.1,0.0,9.0,35.25
Pizza Pollo Bacon,"Casa Tarradellas,Hacendado",D,Pizzas,245.0,3.3,9.1,5.0,1.4,0.0,14.7,12.0
Extra Thin Crispy Base Mozzarella Pizza,Aldi Carlos,D,Pizzas,260.0,2.9,11.9,4.5,1.23,1.7,12.0,38.4656982421875
Chocolat noir Pérou 90%,Alter Eco,D,Chocolats,656.0,11.0,58.0,35.0,0.0,13.0,8.1,0.0
La Pizz - Chorizo emmental,"Sodebo, la pizz",D,Pizzas,242.0,2.5,9.9,4.8,1.6,2.4,11.0,27.740125020345
80% Dark Chocolate,Sainsbury's,D,Chocolats,592.0,19.9,45.5,27.7,0.09,10.8,9.4,0.0
Dolce pizza bianca,Sodebo,D,Pizzas,242.0,3.3,8.5,5.2,1.0,2.6,10.0,0.925525866056745
Chorizo,"CMI (Carrefour Marchandises Internationales), Carrefour, Groupe Carrefour",D,Pizzas,256.0,2.7,11.0,5.0,1.4,2.4,11.0,16.2895833333333
Pizza BBQ,Hacendado,D,Pizzas,250.0,1.3,9.1,3.6,1.7,0.0,11.9,3.125
La Pizz - Jambon Emmental,Sodebo,D,Pizzas,202.0,2.9,5.6,3.2,1.6,2.6,8.4,24.4923686981201
Pizza Pomodorini e basilico,Italpizza,D,Pizzas,241.0,6.3,10.5,3.9,1.4,2.4,11.4,30.2872395833334
Pizza légumes grillés gorgonzola,La Pizza du moulin,D,Pizzas,203.0,4.2,6.6,3.6,1.07,0.0,7.7,25.975
Stone baked Margherita Pizza,Chef Select,D,Pizzas,254.0,2.3,8.6,5.4,1.0625,3.1,13.2,15.8474747474747
Pizza Fromages jambon cuite au feu de bois,Casino,D,Pizzas,221.0,3.8,8.3,3.6,1.4,3.0,9.1,25.2109375
Chocolat noir 75% Pérou,Alter Eco,D,Chocolats,607.0,24.0,48.0,29.0,0.0,10.0,6.8,0.0
Prosciutto-pizza,"Lidl, Toque du Chef",D,Pizzas,210.0,2.8,6.2,3.3,1.4,1.9,11.5,2.22549189814815
Pizza 4 quesos,Hacendado,D,Pizzas,281.0,2.0,11.5,6.8,1.4,0.0,14.0,0.0113351004464306
Vier Käse für ein Halleluja - Pizza Quattro Formaggi,Gustavo Gusto,D,Pizzas,239.0,2.56,9.07,5.81,1.37,2.09,10.9,24.8125
"Vegalia, pizza vegetariana con queso de cabra y cebolla asada",Campofrío,D,Pizzas,258.0,3.5,10.0,4.5,2.0,0.0,10.0,7.44083949497768
Chocolate negro 99% cacao,HACENDADO,D,Chocolats,610.0,1.0,54.0,34.0,0.19,16.0,15.0,0.0
Pizza del gusto montagnarde,Mix buffet,D,Pizzas,268.0,2.2,12.0,5.5,1.1,2.0,10.0,13.2
Pizza pollo,Hacendado,D,Pizzas,229.0,4.6,7.1,4.1,1.475,0.0,14.0,12.875
Stone based margarita pizza,Asda,D,Pizzas,264.0,4.0,9.8,5.3,1.3,1.5,12.0,0.0
Pizza 4 quesos,Hacendado,D,Pizzas,267.0,2.2,11.0,6.8,1.4,0.0,14.4,11.60625
La Pizz 4 Fromages,"Sodebo, la pizz",D,Pizzas,238.0,2.1,8.4,5.4,1.3,3.9,12.0,17.0029296875
"Pizza N°11 - Chèvre, Miel, Noix",Picard,D,Pizzas,268.0,2.8,13.0,6.2,0.96,2.4,11.0,15.06
Pizza jamón y queso,Hacendado,D,Pizzas,224.0,1.6,8.0,3.4,1.5,0.0,14.0,0.0
85% Cocoa - Dark Chocolate,Moser Roth,D,Chocolats,604.0,13.2,49.6,32.0,0.0012,13.2,10.8,0.0
Pizza Regina,Picard,D,Pizzas,193.0,1.7,4.8,2.8,1.6725,2.9,9.0,16.6
Double Pepperoni,Carlos,D,Pizzas,251.0,2.9,10.3,5.5,0.925,1.9,11.9,14.55
Noir equitable 85% Pérou,Alter Eco,D,Chocolats,631.0,14.0,53.0,32.0,0.01,13.0,8.1,0.0
Thin Crust Stone baked Pizza - Margherita,Trattoria Alfredo,D,Pizzas,271.0,2.9,9.38,5.93,1.01,2.53,12.7,0.0
Roasted Vegetable Cauliflower Crust Pizza,Milton's,D,Pizzas,183.0,3.97,6.35,3.97,1.01,1.59,9.52,23.9600583910942
Thin Crust Stone baked Pizza - Margherita,Trattoria Alfredo,D,Pizzas,271.0,2.9,9.38,5.93,1.01,2.53,12.7,0.0
Carlos Stonebaked Pizza,Aldi,D,Pizzas,266.0,4.0,9.3,5.6,1.23,2.8,12.7,21.667724609375
PIZZA Chèvre Cuite au feu de bois,"Carrefour BIO, Carrefour",D,Pizzas,241.0,6.0,9.3,4.3,0.76,2.6,9.4,26.1215711805555
Pizza Capricciosa,L'italie Des Pizzas,D,Pizzas,208.0,1.7,6.4,3.6,1.5,1.7,11.0,30.0
Pizza Spinaci e Ricotta,Gustavo Gusto,D,Pizzas,211.0,2.3,9.1,5.9,1.2,0.0,11.0,25.7265625
Trattoria Alferdo - Ultra thin and crispy spinach and ricotta pizza,Lidl,D,Pizzas,255.0,6.6,11.3,3.4,0.87,2.1,9.2,19.6683311462402
Fourrés vanille bio,Bjorg,E,Biscuits,484.0,31.0,20.0,7.3,0.59,3.0,7.4,0.0
Kinder Bueno,Kinder,E,Biscuits,572.0,41.2,37.3,17.3,0.1975,2.0,8.6,10.5
Shortbread fingers,Belmont Biscuits,E,Biscuits,514.09997558594,14.0,27.0,17.0,0.40999999642372,0.0,5.5999999046326,0.0
Biscuit chocolat noir,Gerblé,E,Biscuits,494.0,34.0,23.0,11.0,0.52,4.3,7.6,4.171875
Henry’s,Henry's,E,Biscuits,440.0,24.2353,10.8235,5.2941,0.882353,2.3529,7.6471,0.0
LOTUS BISCOFF Speculoos Original Pocket Format Familial - 248g (16x2p),Lotus,E,Biscuits,484.0,38.1,19.0,8.0,0.92,1.3,4.9,6.175
Leibniz Butterkeks,"Bahlsen,Leibniz",E,Biscuits,435.0,21.0,12.0,7.8,1.5,2.8,8.4,0.0
Knusper Schnitte,Sondey,E,Biscuits,533.0,31.3,31.6,23.2,0.3,3.4,7.9,9.0
KING COOKIES,Excelo,E,Biscuits,483.0,32.0,24.0,12.0,0.27,0.0,5.2,0.0
Dolce Pizza - Capri,Sodebo,E,Pizzas,228.0,1.6,7.4,4.6,3.23,2.7,12.0,16.0
Tonik,عربي,E,Biscuits,504.0,40.0,22.2,10.9,0.217,0.435,4.35,0.0
Figolu,LUMondelez,E,Biscuits,400.0,50.0,8.12,3.75,0.000937,3.12,4.69,26.0
LOTUS BISCOFF Speculoos Fourré - Crème Speculoos - 150g,Lotus,E,Biscuits,522.0,35.0,27.0,12.0,0.82,1.2,4.3,6.875
Fourrés goût citron,Bjorg,E,Biscuits,488.0,31.0,20.0,6.9,0.55,3.1,7.4,0.0
Prince petit dej,Lu,E,Biscuits,450.0,28.0,17.0,8.1,0.55,3.7,7.1,5.425
Hanuta 10er-Pack,Ferrero,E,Biscuits,541.0,42.7,31.8,13.6,0.0002375,0.0,7.73,13.0
Tartelettes chocolat caramel,OLUF LORENTZEN AS,E,Biscuits,493.0,38.0,23.3,13.3,0.71,2.0,6.67,0.0
Noir Extra,Poulain,E,Fromages,508.0,52.0,28.0,18.0,0.01,7.2,4.9,48.0
Small chunk pickle,Branston,E,Légumes,159.0,29.0,0.8,0.3,3.9,0.0,0.6,55.1069977095063
digestives,McVitie's,E,Biscuits,483.0,15.1,21.3,10.1,1.3,3.7,7.0,0.0
La Grande Galette 1905,St Michel,E,Biscuits,501.0,25.0,21.0,14.0,0.001875,2.4,6.7,0.0
Orange juice with bits,The Juice Company,E,Jus de Fruits,47.0,11.0,0.5,0.1,0.01,0.5,0.5,0.0
Galettes Bretonnes Pur Beurre,Sondey,E,Biscuits,496.0,24.2,20.0,13.3,0.92,0.0,7.4,0.0
Knoppers Einzelpack,Storck,E,Biscuits,546.0,34.2,32.8,18.4,0.0014,0.0,9.2,9.1
Trancetto Cacao,Balconi,E,Biscuits,369.0,34.0,13.0,6.8,0.4025,0.0,5.3,0.0
Oreo Double Creme,"Mondelez, Oreo",E,Biscuits,492.0,40.0,22.0,7.4,0.58,2.3,4.3,4.74166666666667
Prince Goût Chocolat,LU,E,Biscuits,465.0,31.5,17.5,5.5,0.5,4.0,6.5,6.80681818181818
Goût chocolat,BN,E,Biscuits,463.0,30.0,17.0,8.6,0.47,3.9,6.5,3.94583333333333
"Grany moelleux, fruit des bois","Lu, Mondelez",E,Biscuits,400.0,35.0,15.0,8.5,1.2,3.7,6.0,19.8704918032787
La Grande Galette pur beurre,La Mère Poulard,E,Biscuits,512.0,22.1,25.1,16.9,0.26,0.0,7.5,0.0
Dolce Pizza - Capri,Sodebo,E,Pizzas,228.0,1.6,7.4,4.6,3.23,2.7,12.0,16.0
Galletas Chocolate Rebuenas,Hacendado,E,Biscuits,484.615384615385,33.4615384615385,20.7692307692308,7.69230769230769,0.0,5.0,6.53846153846154,0.0
Henry’s,Henry’s,E,Biscuits,440.0,24.2,10.8,5.29,0.882,2.35,7.65,0.0
Momo black,Excelo,E,Biscuits,497.0,27.0,21.0,9.9,0.32,0.0,7.0,0.0
Breaktime,Tiffany,E,Biscuits,523.0,46.2,30.8,15.4,1.73,2.31,7.69,0.0
Crêpes dentelle - L'authentique,Gavottes,E,Biscuits,428.0,48.0,10.0,6.8,1.0,0.0,5.5,0.0
Nappés intenses Eclats de fèves de cacao,Bjorg,E,Biscuits,509.0,25.0,25.0,11.0,0.26,9.0,8.5,0.0
Wafers Cocoa,Balconi,E,Biscuits,517.0,30.1,26.2,21.7,0.41,0.0,6.7,0.0
Belépi,Excelo,E,Biscuits,424.0,26.42,14.2,6.76,0.48,0.0,5.83,0.0
Inconnu,Inconnu,E,Biscuits,386.0,30.4,19.6,8.93,0.268,1.79,5.36,0.0
Galettes Pur Beurre,Bonne Maman,E,Biscuits,513.0,26.0,26.0,15.0,0.8,1.4,6.0,0.0
Bahlsen,Bahlsen,E,Biscuits,504.0,39.3,25.0,16.1,0.634,3.21,7.5,0.0
Pépito Croc sablé goût choco,Lu,E,Biscuits,514.0,29.0,26.2,12.9,0.31,2.86,5.71,0.0
Biscuit filled with hazelnut spread with cocoa,nutella,E,Biscuits,515.0,35.8,24.8,11.5,0.55,0.0,7.9,13.0000495910645
بريك,Tiffany,E,Biscuits,499.0,46.2,24.3,14.9,0.2375,2.3,6.3,0.0
Ritz Crackers Original 200 g,Mondelez,E,Biscuits,485.0,8.6,23.0,10.0,1.3,3.3,7.8,0.0
Original,"Oreo,Mondelēz",E,Biscuits,476.0,38.0,20.0,5.4,0.73,2.7,5.3,10.1
Le Palet pur beurre,La Mère Poulard,E,Biscuits,517.0,21.0,26.0,17.0,0.35,0.0,6.8,0.0
Sable coco Henry s 42g,Henry's,E,Biscuits,443.0,23.8,12.4,7.14,0.899,2.38,7.62,10.6
Galletas Digestive Chocolate,Hacendado,E,Biscuits,463.0,23.0,20.0,6.0,1.3775,3.6,6.0,0.0
Kafferep,IKEA,E,Biscuits,508.0,41.0,26.0,14.0,0.65,0.0,5.0,1.0625
Kinder DUO,"Kinder,Ferrero",E,Biscuits,524.0,35.3,28.1,17.0,0.334,0.0,7.2,0.0
Granola L'Original,"LU, Mondelez International",E,Biscuits,491.0,28.0,23.0,12.0,1.2,3.5,5.9,0.0
Pepito lu pépite choco,"LU, Mondelez",E,Biscuits,440.0,28.0,24.0,11.0,0.8,3.1,5.2,0.0
King cookies choco,Excelo,E,Biscuits,475.0,31.2,24.0,12.0,0.27,0.0,5.4,0.0
Lulu La Barquette Fraise,LU,E,Biscuits,353.0,59.0,2.4,0.9,0.1075,1.7,3.8,27.8
"Biscuits Nutella x3 biscuits fourrés - 41,4g",Nutella,E,Biscuits,515.0,35.8,24.8,11.5,0.559,0.0,7.9,0.0
All Butter Scottish Shortbread Fingers,Marks & Spencer,E,Biscuits,517.0,17.0,28.0,17.5,0.7,2.8,5.5,0.0
LOTUS DINOSAURUS Original Chocolat 225g (4x3p),Lotus,E,Biscuits,496.0,30.0,23.0,12.0,0.53,2.7,5.8,0.0816446940104214
Biscuits croquants au coeur onctueux de Nutella®,Nutella,E,Biscuits,515.0,35.8,24.8,11.5,0.559,0.0,7.9,13.0
Granola l'original,Lu,E,Biscuits,491.0,28.0,23.0,12.0,1.2,3.5,5.9,0.0
miredina,Mondelez,E,Biscuits,403.0,38.0,19.0,11.0,0.54,1.7,4.3,0.0
Délices au Caramel,Lightbody,E,Biscuits,505.0,40.0,28.0,16.0,0.64,0.0,5.3,0.000182442043140441
Délichoc Noir,Delacre,E,Biscuits,485.0,40.0,21.0,12.0,0.27,0.0,5.4,4.6875
LOTUS BISCOFF Speculoos Fourré - Crème saveur Chocolat - 150g,Lotus,E,Biscuits,504.0,41.0,24.0,14.0,0.71,1.8,4.9,5.76923076923077
Mikado,LU,E,Biscuits,477.0,34.0,19.0,11.0,0.85,2.8,7.7,0.0
Prince Goût Vanille,Lu,E,Biscuits,470.0,35.0,17.0,5.3,0.55,2.3,5.1,6.33636363636364
Wafers Bfb Hazelnut,Balconi,E,Biscuits,520.0,32.0,27.0,22.0,0.32,0.0,5.6,9.0
Tunnock's  Caramel Wafer Biscuits imp,Thomas Tunnock LTD,E,Biscuits,448.0,34.7,17.4,12.7,0.66,2.5,3.6,0.0
B'ono Wafer,Excelo,E,Biscuits,508.0,29.5,31.0,15.0,0.03,0.0,6.4,0.65625
Prince -  Goût Lait -  Choco Au Blé Compet,LU,E,Biscuits,477.0,34.0,19.0,6.1,0.52,3.2,6.0,6.86517857142857
Petit brun extra,"Brun,Mondelez",E,Biscuits,441.0,25.0,12.0,5.9,0.8,2.9,7.2,0.0
Gaufres Miel,Bjorg,E,Biscuits,464.0,36.0,17.0,3.8,0.8,2.6,4.4,2.62916666666665
Chocup,Excelo,E,Biscuits,522.0,33.0,26.0,12.9,0.28,0.0,5.7,0.0
Galettes St Michel au beurre 4X5 - 130g,St michel,E,Biscuits,470.0,26.0,16.0,10.0,0.87,2.2,7.4,0.0
top cookies original,Excelo,E,Biscuits,532.0,30.0,25.4,12.7,0.28,2.0,5.8,0.0
Kinder Kinderini,Ferrero,E,Biscuits,494.0,26.6,22.1,12.9,0.34,0.0,5.9,0.0
Roudor,St Michel,E,Biscuits,515.0,26.0,26.0,17.0,1.1,2.0,6.2,0.0
Crunchy,Be,E,Biscuits,534.0,34.3,35.7,16.5,0.25,0.0,4.7,0.0143880208333371
Nutella biscuits fergulf,"Ferrero, Nutella",E,Biscuits,515.0,35.8,24.8,11.5,0.559,0.0,7.9,13.0
Prince Multicéréales Goût Chocolat Au Blé Complet,LU,E,Biscuits,463.0,31.0,17.0,5.1,0.64,4.4,6.5,6.29545454545455
Pim's - Framboise,Lu,E,Biscuits,397.0,48.0,13.0,5.8,0.45,2.8,3.4,5.75
Tonik,Bimo,E,Biscuits,503.0,39.0,23.0,11.0,0.1,1.0,4.8,0.0
Biscuits fourrés aux framboises,Bjorg,E,Biscuits,432.0,38.0,15.0,3.0,0.48,3.3,5.5,0.8
Dr. Oetker Ristorante Pizza Salame,Dr. Oetker,E,Pizzas,261.0,2.9,13.0,4.6,3.25,2.3,10.0,33.43408203125
Cookies chocolate Chip,Sondey,E,Biscuits,493.0,32.0,25.0,14.0,0.78,4.1,7.0,0.0
Véritable Petit écolier Pocket Chocolat au Lait,LU,E,Biscuits,498.0,39.0,23.0,14.0,0.64,2.8,6.2,0.0
Granola L'original Gros éclats de chocolat,"Granola,LU,Mondelez",E,Biscuits,503.0,36.0,26.0,14.0,1.0,3.3,5.7,0.0
Mini BN Chocolat,BN,E,Biscuits,492.0,30.6,21.7,10.7,0.05,3.4,6.2,3.74166666666667
Choco Wafer,"Milka, Mondelēz",E,Biscuits,535.0,43.0,31.0,18.0,0.28,2.8,6.7,0.0
Palmito L'original,"Lu, Mondelez",E,Biscuits,533.0,21.0,30.0,15.0,1.4,2.4,6.1,2.65384615384615
All butter shortbread fingers,Tesco,E,Biscuits,513.0,13.1,26.9,15.5,0.43,2.0,6.3,0.0
Break Chocolate Fingers,"Break,Tiffany",E,Biscuits,496.0,48.0,24.0,16.0,0.24,2.4,8.0,0.0
Oreo original,Mondelez,E,Biscuits,481.0,36.0,20.0,9.0,0.7,1.5,4.8,0.0
Capri choco,Excelo,E,Biscuits,504.0,33.0,22.0,10.8,0.3,0.0,4.4,2.50244140625
,Bimo,E,Biscuits,508.0,20.0,24.0,12.0,0.45,0.7,5.2,0.0
Cookies Biscuits,Lotus Biscoff,E,Biscuits,484.0,38.1,19.0,8.0,0.905,1.3,4.9,6.175
LOTUS BISCOFF Speculoos Original - 250g (2x125g),"Lotus Bakeries, Lotus",E,Biscuits,484.0,38.1,19.0,8.0,0.92,1.3,4.9,6.175
B-ready 6 pièces,Ferrero,E,Biscuits,521.0,47.1,27.0,9.5,0.559,0.0,7.2,13.0
Pim's Sinaasappel,LU,E,Biscuits,397.0,48.0,13.0,5.8,0.44,2.5,3.3,8.12555803571428
cooky,be,E,Biscuits,448.96,34.9,22.19,11.9,0.27,3.56,4.64,0.0143750000000011
Biscuits Mega Duo imp,Gullón,E,Biscuits,480.0,31.0,20.0,8.6,0.45,4.0,5.9,0.0
eyoo,Excelo,E,Biscuits,493.0,72.0,19.7,9.58,0.725,0.0,7.0,0.0
Galleta dorada,Gullón,E,Biscuits,480.0,19.0,19.0,9.2,0.68,0.0,6.3,0.0
Top cookies,Excelo,E,Biscuits,494.0,31.0,21.0,10.2,0.1,1.2,5.8,0.0
cooky original chocolate chips,Be,E,Biscuits,397.0,27.3,20.3,10.9,0.152,2.03,3.2,0.0
The Original Speculoos,Lotus,E,Biscuits,484.0,38.1,19.0,8.0,0.92,1.3,4.9,6.175
Shortbread Fingers,Walker’s,E,Biscuits,533.0,16.2,30.3,18.9,0.6875,2.1,5.6,0.0
Sablés chocolat,McVitie's,E,Biscuits,496.0,28.5,23.6,12.4,0.94,3.0,6.7,0.0
,Oreo,E,Biscuits,523.0,34.2,34.9,17.4,0.877,2.63,5.44,0.0
Véritable petit beurre,"LU, Mondelez, Mondelez international",E,Biscuits,440.0,23.0,12.0,7.8,1.3775,3.0,8.0,0.0
Megachok,arluy,E,Biscuits,458.0,28.0,17.0,9.0,0.82,0.3,5.0,0.0
Petit Cookies Pépites de chocolat,Bonne Maman,E,Biscuits,510.0,35.0,26.0,17.0,0.4325,3.6,7.3,0.0
Petit écolier chocolat noir pur beurre de cacao,"Lu,Mondelez France",E,Biscuits,502.0,36.0,25.0,15.0,0.56,4.5,5.6,0.0
Kinder Cards,"Ferrero,Kinder",E,Biscuits,510.0,42.9,26.3,13.5,0.445,0.0,11.5,0.0
Gocciole classiche pav 500 gr,Pavesi,E,Biscuits,488.0,22.0,22.0,6.2,0.53,4.1,6.5,0.0
Fourrés chocolat lait noisettes,Bjorg,E,Biscuits,524.0,28.0,25.2,7.6,0.56,4.0,8.0,5.0
Oreo Original,"Mondelez,Oreo",E,Biscuits,472.0,35.0,19.0,5.4,0.76,2.9,5.6,13.0435897435897
Bastogne,"LU, Mondelez",E,Biscuits,486.0,40.0,20.0,9.7,0.7875,1.5,5.0,0.0
Cheese Oatcakes,nairn's,E,Biscuits,473.0,0.6,26.6,12.0,2.8,7.2,13.6,0.0
Granola LU,LU,E,Biscuits,503.0,36.0,26.0,14.0,1.0,3.3,5.7,0.0
,Excelo,E,Biscuits,434.0,44.0,17.7,8.7,0.58,0.21,3.84,0.0
Tagger,Bimo,E,Biscuits,535.0,47.0,29.0,18.0,0.18,1.5,3.3,0.0
Digestive Avena Choco,Gullón,E,Biscuits,476.0,22.0,21.0,14.0,0.9825,6.5,7.6,0.0
Bono,Excelo,E,Biscuits,522.0,35.5,31.27,15.27,0.14,0.0,10.0,0.0
Biscuits Nutella B-ready x15 gaufrettes fourrées,"Ferrero, Nutella B-ready",E,Biscuits,521.0,47.1,27.0,9.5,0.559,0.9,7.2,13.0
Fourrés Chocolat au Lait,Bjorg,E,Biscuits,486.0,30.0,20.0,7.2,0.52,3.8,7.5,0.0
Breaksta,Tiffany,E,Biscuits,523.0,46.2,30.8,15.4,0.135,2.31,7.69,0.0
Delichoc Milk Chocolate Cookies,Delacre y,E,Biscuits,476.0,47.9,18.1,9.9,0.31,0.0,5.2,5.63
Crak's,Excelo,E,Biscuits,498.0,37.1,21.5,19.21,0.26,0.0,5.8,0.0
Double Trouble Chocolate Cookies,Wicked Kitchen,E,Biscuits,491.0,31.1,23.2,11.9,0.5,3.1,5.8,0.0
Pizza Tirolese,L'italie Des Pizzas,E,Pizzas,236.0,1.2,6.4,4.1,3.1,2.0,19.0,15.0
Tobigo,Inconnu,E,Biscuits,450.72,31.58,19.2,11.5,0.58,0.0,6.37,0.0
Biscoff Crunchy Pâte À Tartiner,Lotus,E,Biscuits,571.0,36.2,35.7,7.9,0.6,0.9,3.2,7.23333333333334
Gâteau marbré au chocolat,bonne maman,E,Biscuits,454.0,27.0,28.0,11.0,0.38,1.8,5.5,11.55
Sablés Anglais L'Original,"McVitie's,United Biscuits",E,Biscuits,483.0,15.1,21.3,10.1,1.3,3.7,7.0,0.0
Nutella B-ready,"Ferrero,Nutella b-ready",E,Biscuits,521.0,47.1,27.0,9.5,0.559,0.0,7.2,13.0
Captain Rondo Cacao,"Lidl, Sondey",E,Biscuits,468.0,30.0,19.0,10.0,0.33,3.8,6.3,2.02604166666667
Tartelettes citron,Bonne Maman,E,Biscuits,453.0,41.0,18.0,8.7,0.3,1.7,6.0,2.25416666666667
Bifi Carazza XXL,Bifi,E,Pizzas,374.0,9.0,22.0,9.6,1.8,0.0,11.0,15.029998926016
Capri Vanille,Excelo,E,Biscuits,512.0,27.0,24.0,12.0,0.18,0.0,6.4,0.0
Golden,Bimo,E,Biscuits,461.0,27.0,14.5,6.7,0.43,0.2,6.3,0.0
Inconnu,Inconnu,E,Biscuits,522.0,37.0,26.0,15.0,0.75,0.0,5.8,0.0
Krit krititas galletas saladas,"Cuétara, Krit",E,Biscuits,505.0,8.7,26.0,12.0,1.7,2.5,6.5,0.0
Shortbread All Butter Fingers,Sainsbury's,E,Biscuits,525.0,14.8,28.3,18.5,0.6,0.0,6.2,0.0
Fourrés Chocolat🍫,"Jardin bio, jardin bio étic Léa Nature",E,Biscuits,489.0,26.0,22.0,7.6,0.88,4.5,6.6,0.0
Eyoo choc,Excelo,E,Biscuits,494.0,33.0,20.0,9.7,0.29,0.0,6.5,0.0
Príncipe crema de chocolate,LU,E,Biscuits,468.0,32.5,17.0,5.5,0.494,3.0,6.25,8.625
Cheese Oatcakes,nairn's,E,Biscuits,473.0,0.6,26.6,12.0,2.8,7.2,13.6,0.0
Véritable Petit Beurre,Lu,E,Biscuits,440.0,23.2,12.0,8.0,1.4,3.2,8.0,0.0
Carres graines pepites de chocolat,"Lidl, Sondey",E,Biscuits,507.0,28.9,27.3,10.8,0.6,4.5,8.7,1.75
Oreo chocolate,Unknown,E,Biscuits,525.0,39.2,19.6,7.84,2.94,1.96,7.84,0.0
Inconnu,Excelo,E,Biscuits,424.0,40.8,15.3,9.7,0.62,0.0,5.7,0.0
Crakes choc,excelo,E,Biscuits,433.18,26.42,17.46,8.9,0.29,1.63,4.74,0.0
Chocolate Chip Oat Biscuit Breaks,Nairn’s,E,Biscuits,475.0,20.5,20.5,9.3,1.08,5.4,7.7,0.0
Milka galette choco,LU,E,Biscuits,504.5411089071,35.0,24.0,12.0,0.59,2.7,5.7,0.0
Véritable Petit Beurre Pocket,lu,E,Biscuits,440.0,23.0,12.0,7.5,1.3,3.8,8.1,0.0
Raffaello,Ferrero,E,Biscuits,627.0,33.6,48.3,29.5,0.26,0.0,7.4,33.5
Thé - Biscuits,Lu,E,Biscuits,453.0,26.0,14.0,6.7,0.7,3.4,7.5,0.0
McVities Rich Tea Biscuits,McVitie's,E,Biscuits,460.0,18.6,15.7,7.4,0.7975,3.0,7.2,0.0
Véritable Petit Écolier Chocolat au Lait,"LU,Mondelez International",E,Biscuits,498.0,39.0,23.0,14.0,0.64,2.8,6.2,0.0
Tranches Au Goût Cheddar,Ideal,E,Fromages,281.0,0.0,8.0,10.0,3.25,0.0,8.0,0.0
"BN - Strawberry Cookies, 285g (10oz)",BN,E,Biscuits,398.0,32.0,8.4,3.7,0.48,2.5,5.3,1.25
Пица с 4 вида сирена,Italiamo,E,Pizzas,253.0,2.8,9.0,4.6,3.38,0.6,11.6,23.54
La Barquette (chocolat),LU,E,Biscuits,489.0,47.0,23.0,2.9,0.34,2.6,6.5,22.5
itri choco,Excelo,E,Biscuits,449.0,35.0,21.0,0.0,2.0,0.0,7.0,0.0
all butter shortbread fingers,Tower Gate,E,Biscuits,514.0,13.7,27.4,15.4,2.0,2.29,6.29,0.0
merendina big,bimo,E,Biscuits,402.0,38.0,19.0,11.0,0.54,1.7,4.1,0.0
Le Sablé pur beurre,La Mère Poulard,E,Biscuits,501.0,19.6,21.9,14.6,0.26,0.0,6.8,0.0
Petits coeurs chocolat,"Kraft Foods, LU, Mondelez",E,Biscuits,507.0,29.0,25.0,16.0,0.84,2.9,5.9,0.0703125
Crunchy original,Be,E,Biscuits,530.0,34.13,32.87,15.99,0.13,1.2,6.73,0.0
"Jus pressé ananas, fraise & pomme",Innocent,E,Jus de Fruits,47.0,11.0,0.0,0.0,0.0,0.0,0.94,27.0
